! File name: C_albicans_SC5314_version_A22-s08-m01-r36_chromosomal_feature.tab
! Organism: Candida albicans SC5314
! Genome version: A22-s08-m01-r36
! Date created: Sun Jul 19 04:00:05 2026
! Created by: The Candida Genome Database (http://www.candidagenome.org/)
! Contact Email: candida-curator AT lists DOT stanford DOT edu
! Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
!
C1_00100C_A		orf19.13519|CRD1|IPF21085.1|IPF4641.1|Contig4-2342_0007|orf6.6241|CA3856|CaO19.6100|CaO19.13519|IPF4641|orf19.6100|C1_00100C_B|C1_00100C|CAWG_01355	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	17328	16600	C	CAL0000197186		Cardiolipin synthase; ortholog of S. cerevisiae Crd1; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis; mutants are viable; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00110W_A	CCT8	orf19.13518|IPF21047.1|IPF4639.1|orf6.6242|CA3857|CaO19.6099|CaO19.13518|orf19.6099|C1_00110W_B|C1_00110W|CAWG_01354	ORF|Verified	Ca22chr1A_C_albicans_SC5314	17338	18960	W	CAL0000175759		Chaperonin-containing T-complex subunit; role in hyphal morphogenesis, particularly starvation-induced; essential; expression in S. cerevisiae inhibits Ras2-mediated pathways; CCT8 and TRP1 overlap; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00120C_A	TRP1	IPF21091.1|IPF4635.2|Contig4-2998_0001|orf6.6245|CA3858|CaO19.6096|CaO19.13515|orf19.6096|C1_00120C_B|C1_00120C|CAWG_01353	ORF|Verified	Ca22chr1A_C_albicans_SC5314	19628	18948	C	CAL0000186853		Phosphoribosylanthranilate isomerase; tryptophan biosynthesis; expected unifunctional, unlike trifunctional enzyme of some other fungi; complements E. coli trpC, S. cerevisiae trp1 mutant; CCT1 and TRP1 overlap; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00130C_A	VPS53	orf19.13513|IPF21026.1|IPF4632.2|Contig4-2998_0005|orf6.6247|CA3859|CaO19.6094|CaO19.13513|IPF4632|orf19.6094|C1_00130C_B|C1_00130C|CAWG_01352	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	21714	19615	C	CAL0000194290		Subunit of GARP (Golgi-associated retrograde protein) complex, which has roles in Golgi to vacuole transport, cellular sphingolipid homeostasis, retrograde transport, and filamentous growth	2014-06-24	2014-06-24				N	
C1_00140W_A	KEL1	orf19.13511|IPF21143.1|IPF4628.1|Contig4-2998_0008|orf6.6249|CA3860|CaO19.13511|KEL2|CaO19.6092|orf19.6092|C1_00140W_B|C1_00140W|CAWG_01351	ORF|Verified	Ca22chr1A_C_albicans_SC5314	22270	25326	W	CAL0000190815		Kelch repeat domain-containing protein; localizes to sites of polarized growth; mutant colonies exhibit slightly decreased filamentation ratio; not required for buccal epithelial cell adherence or virulence in mice	2014-06-24	2014-06-24				N	
C1_00150C_A	RIM8	orf19.13510|PRR1|RIN|IPF21039.1|IPF4622.1|Contig4-2998_0009|orf6.6250|CA3861|CaO19.6091|CaO19.13510|orf19.6091|C1_00150C_B|C1_00150C|CAWG_01350	ORF|Verified	Ca22chr1A_C_albicans_SC5314	27249	25381	C	CAL0000197201		Beta-arrestin-like protein; involved in pH response; required for pathogenesis, activation of Rim101 and alkaline pH-induced hyphal growth; colony morphology-related gene regulation by Ssn6p negative feedback regulation target	2014-06-24	2014-06-24				N	
C1_00160C_A		orf19.13509|IPF21063.1|IPF4616.2|Contig4-2998_0012|orf6.6252|CA3862|CaO19.6090|NSR1|CaO19.13509|orf19.6090|C1_00160C_B|C1_00160C|CAWG_01349	ORF|Verified	Ca22chr1A_C_albicans_SC5314	29488	28286	C	CAL0000200313		Putative nucleolar protein with a predicted role in pre-rRNA processing and ribosome biogenesis; repressed by nitric oxide; required for flow model biofilm formation; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00170W_A	LEU4	orf19.13505|IPF21043.1|IPF4611.1|LEU41|Contig4-2998_0014|orf6.6255|CA3863|CaO19.6086|CaO19.13505|orf19.6086|C1_00170W_B|C1_00170W|CAWG_01348	ORF|Verified	Ca22chr1A_C_albicans_SC5314	29804	31543	W	CAL0000186267		Putative 2-isopropylmalate synthase; involved in resistance to caspofungin and anidulafungin; regulated by NRG1, MIG1, TUP1, GCN4; induced by human whole blood or PMNs; macrophage/pseudohyphal-repressed after 16h; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00180W_A	RPL16A	orf19.13504|IPF21087.1|IPF4609.1|Contig4-2998_0015|orf6.6256|CA3864|CaO19.13504|RPL16|CaO19.6085|orf19.6085|C1_00180W_B|C1_00180W|CAWG_01347	ORF|Verified	Ca22chr1A_C_albicans_SC5314	31842	32444	W	CAL0000175593		Ribosomal protein; transposon mutation affects filamentous growth; repressed upon phagocytosis by murine macrophages; Hap43-induced; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00190C_A		orf19.13503|IPF21095.1|IPF4608.1|Contig4-2998_0016|orf6.6257|CA3865|CaO19.6084|CaO19.13503|IPF4608|orf19.6084|C1_00190C_B|C1_00190C|CAWG_01346	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	33318	32680	C	CAL0000186780		Protein of unknown function; flow model biofilm induced; Spider biofilm induced	2014-06-24	2014-06-24				N	
C1_00200C_A		orf19.13502|IPF21127.1|IPF4607.1|Contig4-2998_0017|orf6.6258|CaO19.13502|CaO19.6083|orf19.6083|C1_00200C_B|C1_00200C|CAWG_01345	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	34446	34099	C	CAL0000183783		Has domain(s) with predicted RNA binding, nucleic acid binding activity	2014-06-24	2014-06-24				N	
C1_00210C_A		orf19.13501|IPF21065.1|IPF4606.1|Contig4-2998_0019|orf6.6259|CA3866|CaO19.13501|GSF2|CaO19.6082|IPF4606|orf19.6082|C1_00210C_B|C1_00210C|CAWG_01344	ORF|Verified	Ca22chr1A_C_albicans_SC5314	35679	34525	C	CAL0000182274		Ortholog(s) have unfolded protein binding activity, role in protein folding, protein localization to cell surface and endoplasmic reticulum membrane localization	2014-06-24	2014-06-24				N	
C1_00220W_A	PHR2	orf19.13500|orf6.6260|IPF4604.2|IPF14612.3|Contig4-2998_0022|orf6.1067|CA3867|CaO19.6081|orf19.6081|C1_00220W_B|C1_00220W|CAWG_01343	ORF|Verified	Ca22chr1A_C_albicans_SC5314	37851	39485	W	CAL0000181783		Glycosidase; role in vaginal not systemic infection (low pH not neutral); low pH, high iron, fluconazole, Hap43-induced; Rim101-repressed at pH8; rat catheter biofilm induced; Bcr1-repressed in RPMI a/a biofilms	2014-06-24	2014-06-24				N	
C1_00230C_A	BFA1	orf19.13499|IPF21062.1|IPF14615.1|Contig4-2160_0002|orf6.1066|CA0287|CaO19.6080|IPF14615|orf19.6080|C1_00230C_B|C1_00230C|CAWG_01342	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	41770	40484	C	CAL0000186201		Ortholog(s) have GDP-dissociation inhibitor activity, GTPase activator activity, role in mitotic spindle orientation checkpoint signaling, negative regulation of exit from mitosis and Bfa1-Bub2 complex, spindle pole body localization	2014-06-24	2014-06-24				N	
C1_00240C_A	tT(AGU)6	tT(AGU)6.2|tT(AGT)6|C1_00240C_B|C1_00240C	tRNA|Uncharacterized	Ca22chr1A_C_albicans_SC5314	42172	42100	C	CAL0000188836		tRNA-Thr, predicted by tRNAscan-SE; AGU anticodon	2014-06-24	2014-06-24				N	
C1_00250W_A		TCA8|Tca8-1|C1_00250W_B|C1_00250W	retrotransposon	Ca22chr1A_C_albicans_SC5314	42185	46165	W	CAL0000198726		Retrotransposon Tca8 on Chromosome 1, about 4 kbp member of the gypsy group with two partial ORFs similar to gag and pol, flanked by 395-bp LTRs (beta elements)	2014-06-24	2014-06-24				N	
C1_00260W_A		beta|beta-1b|C1_00260W_B|C1_00260W	long_terminal_repeat	Ca22chr1A_C_albicans_SC5314	42185	42535	W	CAL0000174218		Long terminal repeat (LTR) associated with the transposon Tca8; about 395 bp long, 6-8 copies per genome	2014-06-24	2014-06-24				N	
C1_00270W_A		IPF14618|IPF14618.2|Contig4-2960_0013|orf6.1065|orf6.1757|CA0286|CaO19.6079|IPF14618.1|orf19.6079|C1_00270W_B|C1_00270W|CAWG_03692	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	42605	43504	W	CAL0000188751		Predicted ORF in retrotransposon Tca8 with similarity to the Gag region encoding nucleocapsid-like protein; repressed by ciclopirox olamine; filament induced; regulated by Rfg1, Tup1; overlaps orf19.6078.1	2014-06-24	2014-06-24				N	
C1_00280C_A	RFC52	IPF14619.2|orf19.6078.1|C1_00280C_B|C1_00280C	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	43679	43549	C	CAL0000194446		Putative replication factor C complex protein; periodic mRNA expression, peak at cell-cycle G1/S phase; overlaps orf19.6079	2014-06-24	2014-06-24				N	
C1_00290W_A	POL93	IPF17652.3|Contig4-2396_0002|Contig4-2396_0003|Contig4-2960_0011|orf6.241|orf6.1756|CA0037|CaO19.6078|IPF17652.2|orf19.6078|C1_00290W_B|C1_00290W|CAWG_03691	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	43803	45764	W	CAL0000175689		Predicted ORF in retrotransposon Tca8 with similarity to the Pol region of retrotransposons encoding reverse transcriptase, protease and integrase; downregulated in response to ciclopirox olamine; F-12/CO2 early biofilm induced	2014-06-24	2014-06-24				N	
C1_00300W_A		beta|beta-1c|C1_00300W_B|C1_00300W	long_terminal_repeat	Ca22chr1A_C_albicans_SC5314	45878	46165	W	CAL0000189256		Long terminal repeat (LTR) associated with the transposon Tca8; about 395 bp long, 6-8 copies per genome	2014-06-24	2014-06-24				N	
C1_00310W_A		orf19.13498|IPF8369.2|IPF27822.1|Contig4-2396_0004|orf6.7621|CA4936|CaO19.13498|CaO19.6077|IPF8369|orf19.6077|C1_00310W_B|C1_00310W|CAWG_01341	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	46803	48359	W	CAL0000201857		Putative protein of unknown function; shows colony morphology-related gene regulation by Ssn6p	2014-06-24	2014-06-24				N	
C1_00320W_A		orf19.13497|IPF21082.1|IPF8370.1|Contig4-2396_0005|orf6.7620|CA4935|CaO19.6076|VPS29|CaO19.13497|orf19.6076|C1_00320W_B|C1_00320W|CAWG_01340	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	48513	49298	W	CAL0000193936		Ortholog(s) have cargo adaptor activity, role in intracellular protein transport, retrograde transport, endosome to Golgi and endosome, retromer complex, retromer, cargo-selective complex localization	2014-06-24	2014-06-24				N	
C1_00330C_A		orf19.13496|IPF21103.1|IPF8371.1|Contig4-2396_0006|orf6.7619|CA4934|CaO19.13496|CDC36|CaO19.6075|orf19.6075|C1_00330C_B|C1_00330C|CAWG_01339	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	49843	49295	C	CAL0000200147		Putative CCR4-Not complex transcription factor; ortholog of S. cerevisiae Cdc36; Hap43-repressed gene	2014-06-24	2014-06-24				N	
C1_00340W_A	HBR1	orf19.13495|IPF21079.1|IPF8372.1|orf6.7618|CA4933|FAP7|CaO19.6074|CaO19.13495|IPF8372|orf19.6074|C1_00340W_B|C1_00340W|CAWG_01338	ORF|Verified	Ca22chr1A_C_albicans_SC5314	49997	50743	W	CAL0000197369		Essential protein involved in regulation of MTL gene expression; hemoglobin-regulated inhibitor of white-opaque switching, may affect survival in host; activator of MTLalpha1 and MTLalpha2; transcript activated by hemoglobin	2014-06-24	2014-06-24				N	
C1_00350C_A	HMX1	orf19.13494|orf6.7617|YLR205C|IPF21077.1|IPF8374.1|Contig4-2523_0009|CA4932|CaO19.13494|CaO19.6073|IPF8374|orf19.6073|C1_00350C_B|C1_00350C|CAWG_01337	ORF|Verified	Ca22chr1A_C_albicans_SC5314	51681	50806	C	CAL0000188588		Heme oxygenase; utilization of hemin iron; transcript induced by heat, low iron, or hemin; repressed by Efg1; induced by low iron; upregulated by Rim101 at pH 8; Hap43-induced; Spider and flow model biofilm induced	2014-06-24	2014-06-24				N	
C1_00360W_A	CDC13	orf19.13493|IPF21058.1|IPF8378.2|Contig4-2523_0007|orf6.7616|CA4931|CaO19.6072|CaO19.13493|IPF8378|orf19.6072|C1_00360W_B|C1_00360W|CAWG_01336	ORF|Verified	Ca22chr1A_C_albicans_SC5314	53099	54442	W	CAL0000201142		Essential protein with similarity to S. cerevisiae Cdc13p, involved in telomere maintenance	2014-06-24	2014-06-24				N	
C1_00370W_A		calb_CGOB_00015|orf19.6072.1|C1_00370W_B|C1_00370W	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	54558	54842	W	CAL0000183986		Protein of unknown function	2014-06-24	2014-06-24				N	
C1_00380C_A	NAA25	orf19.13492|IPF21019.1|IPF8381.2|Contig4-2523_0004|Contig4-2523_0005|orf6.7615|CA4930|MDM20|CaO19.6071|CaO19.13492|IPF8381|orf19.6071|C1_00380C_B|C1_00380C|CAWG_01335	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	57074	54837	C	CAL0000175749		Ortholog(s) have peptide alpha-N-acetyltransferase activity and role in N-terminal peptidyl-methionine acetylation, cytoskeleton organization, mitochondrion inheritance, regulation of actin cytoskeleton organization	2014-06-24	2014-06-24				N	
C1_00390W_A	ENA2	orf19.13491|orf6.7614|ENA22|IPF21137.1|IPF1398.2|Contig4-2977_0027|Contig4-2977_0028|CA4929|CaO19.6070|CaO19.13491|orf19.6070|C1_00390W_B|C1_00390W|CAWG_01334	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	59349	62552	W	CAL0000188030		Putative sodium transporter; induced by ciclopirox olamine; alkaline induced by Rim101; repressed by high-level peroxide stress; induced in oral candidiasis clinical isolates; possibly essential gene; rat catheter and Spider biofilm induced	2014-06-24	2014-06-24				N	
C1_00400W_A	SVF1	orf19.13489|IPF21067.1|IPF1399.2|Contig4-2977_0025|orf6.7612|CA4928|CaO19.13489|CaO19.6068|IPF1399|orf19.6068|C1_00400W_B|C1_00400W|CAWG_01333	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	63202	64350	W	CAL0000182395		Putative survival factor; stationary phase enriched protein; fluconazole-induced; regulated by Gcn4p; repressed in response to amino acid starvation (3-AT treatment); fungal-specific (no human or murine homolog)	2014-06-24	2014-06-24				N	
C1_00410C_A		orf19.13487|IPF21050.1|IPF1401.2|Contig4-2977_0023|orf6.7610|CA4927|CaO19.13487|CaO19.6066|IPF1401|orf19.6066|C1_00410C_B|C1_00410C|CAWG_01332	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	66324	64696	C	CAL0000181570		Hexadecenal dehydrogenase; involved in the conversion of sphingosine 1-phosphate breakdown product hexadecenal to hexadecenoic acid; Spider biofilm induced	2014-06-24	2014-06-24				N	
C1_00420W_A		orf19.13486|orf6.7609|IPF21071.1|IPF1404.1|Contig4-2977_0018|CA4926|CaO19.13486|CaO19.6065|IPF1404|orf19.6065|C1_00420W_B|C1_00420W|CAWG_01331	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	67843	68814	W	CAL0000182735		RNA polymerase II holoenzyme/mediator subunit; regulated by Mig1, Tup1; amphotericin B, caspofungin repressed; protein present in exponential and stationary growth phase yeast; Hap43-repressed; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00430W_A	ATG18	orf19.13485|IPF18155.2|IPF1408.1|Contig4-2977_0013|Contig4-2977_0014|orf6.7608|CA4925|CaO19.13485|ATG27|IPF1408|orf19.6064|C1_00430W_B|C1_00430W|CAWG_01330|ATG27	ORF|Verified	Ca22chr1A_C_albicans_SC5314	69226	70902	W	CAL0000198706		Phosphatidylinositol-3-phosphate-binding protein; component of the core autophagy machinery; gets recruited to the phagophore assembly site during onset of autophagy	2014-06-24	2014-06-24				N	
C1_00440W_A	UBP6	orf19.13484|IPF21056.1|IPF1412.1|Contig4-2977_0011|orf6.7607|UBP6.3f|CA4924|CaO19.13484|CaO19.6063|UBP6.3|orf19.6063|C1_00440W_B|C1_00440W|CAWG_01329	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	71068	72581	W	CAL0000193223		Putative ubiquitin-specific protease of the 26S proteasome; oxidative stress-induced via Cap1p	2014-06-24	2014-06-24				N	
C1_00450C_A		IPF21126.1|IPF1413.1|Contig4-2977_0010|CA4923|IPF1413.3f|IPF1413.3|orf19.6062.3|C1_00450C_B|C1_00450C|CAWG_01328	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	73283	72741	C	CAL0000194733		Mitochondrial protein; component of the mitochondrial inner membrane organizing system ; role in maintenance of crista junctions and inner membrane architecture; Spider biofilm repressed	2014-06-24	2014-06-24				N	
C1_00460W_A		orf19.13483|IPF21130.1|IPF1415.1|Contig4-2977_0005|orf6.7606|CA4922|CaO19.13483|CaO19.6062|IPF1415|orf19.6062|C1_00460W_B|C1_00460W|CAWG_01327	ORF|Verified	Ca22chr1A_C_albicans_SC5314	73580	73900	W	CAL0000176138		Putative TIM23 translocase complex subunit; membrane-localized; Hap43-repressed	2014-06-24	2014-06-24				N	
C1_00470C_A		orf19.13482|IPF21059.1|IPF1416.1|Contig4-2977_0004|orf6.7605|CA4921|FMP30|CaO19.13482|CaO19.6061|IPF1416|orf19.6061|C1_00470C_B|C1_00470C|CAWG_01326	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	75381	74056	C	CAL0000184399		Ortholog(s) have role in N-acylethanolamine metabolic process, N-acylphosphatidylethanolamine metabolic process and mitochondrial inner membrane localization	2014-06-24	2014-06-24				N	
C1_00480C_A	GCN20	orf19.13481|IPF21021.1|IPF1420.1|Contig4-2977_0003|orf6.7604|CA4920|CaO19.6060|CaO19.13481|orf19.6060|C1_00480C_B|C1_00480C|CAWG_01325	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	77828	75573	C	CAL0000181616		YEF3-subfamily ABC family protein, predicted not to be a transporter	2014-06-24	2014-06-24				N	
C1_00490C_A	TTR1	orf19.13480|IPF21120.1|IPF1421.1|Contig4-2977_0001|orf6.7603|CA4919|GRX2|CaO19.13480|TTR11|CaO19.6059|orf19.6059|C1_00490C_B|C1_00490C|CAWG_01324	ORF|Verified	Ca22chr1A_C_albicans_SC5314	78367	78008	C	CAL0000190988		Putative glutaredoxin; described as a glutathione reductase; induced by human neutrophils and benomyl treatment; alkaline repressed; regulated by Gcn2 and Gcn4; required for virulence in mouse model; Spider biofilm induced	2014-06-24	2014-06-24				N	
C1_00500C_A	GLO1	orf19.13479|IPF21068.1|IPF1422.1|orf6.7602|CA4918|CaO19.13479|CaO19.6058|orf19.6058|C1_00500C_B|C1_00500C|CAWG_01323	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	79669	78641	C	CAL0000175730		Putative monomeric glyoxalase I; oxidative stress-induced via Cap1; flow model and rat catheter biofilm repressed	2014-06-24	2014-06-24				N	
C1_00510W_A		orf19.13478|IPF21074.1|IPF1424.1|Contig4-3053_0035|orf6.7601|CA4917|CaO19.6057|ECM31|CaO19.13478|orf19.6057|C1_00510W_B|C1_00510W|CAWG_01322	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	80124	81053	W	CAL0000175867		Ortholog(s) have 3-methyl-2-oxobutanoate hydroxymethyltransferase activity, role in pantothenate biosynthetic process and mitochondrion localization	2014-06-24	2014-06-24				N	
C1_00520W_A		orf19.13477|IPF21093.1|IPF1425.1|Contig4-3053_0032|orf6.7600|CA4916|CaO19.13477|CaO19.6056|IPF1425|orf19.6056|C1_00520W_B|C1_00520W|CAWG_01321	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	81233	81901	W	CAL0000184166		Ortholog(s) have phosphatase activity and role in dephosphorylation	2014-06-24	2014-06-24				N	
C1_00530C_A		orf19.13476|IPF21013.1|IPF1427.1|Contig4-3053_0030|orf6.7599|CA4915|BUL3|CaO19.13476|CaO19.6055|IPF1427|orf19.6055|C1_00530C_B|C1_00530C|CAWG_01320	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	84558	82117	C	CAL0000174026		Ortholog of <i>C. dubliniensis CD36</i> : Cd36_00460, <i>C. parapsilosis CDC317</i> : CPAR2_800010, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_125085 and <i>Debaryomyces hansenii CBS767</i> : DEHA2D09086g	2014-06-24	2014-06-24				N	
C1_00540C_A		orf19.13475|IPF21022.1|IPF1428.2|Contig4-3053_0028|orf6.7598|CA4914|CaO19.6054|BUL2|CaO19.13475|IPF1428|orf19.6054|C1_00540C_B|C1_00540C|CAWG_01319	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	87248	85080	C	CAL0000201663		Protein with a Bul1 domain; binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1; repressed in an azole-resistant strain overexpressing MDR1; Spider biofilm induced	2014-06-24	2014-06-24				N	
C1_00550W_A	CIS2	orf19.13474|IPF21037.1|IPF1431.1|Contig4-3053_0023|orf6.7597|CA4913|CaO19.6053|ECM38|CaO19.13474|orf19.6053|C1_00550W_B|C1_00550W|CAWG_01318	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	87900	89810	W	CAL0000184736		Putative role in regulation of biogenesis of the cell wall; upregulated in biofilm; Gcn4p-regulated	2014-06-24	2014-06-24				N	
C1_00560W_A	CNS1	orf19.13473|IPF21066.1|IPF1432.1|Contig4-3053_0020|orf6.7596|CA4912|CaO19.13473|CaO19.6052|orf19.6052|C1_00560W_B|C1_00560W|CAWG_01317	ORF|Verified	Ca22chr1A_C_albicans_SC5314	90099	91271	W	CAL0000195791		Putative co-chaperone; Hap43p-induced gene; mutation confers hypersensitivity to radicicol	2014-06-24	2014-06-24				N	
C1_00570C_A		orf19.13470|IPF21018.1|IPF1435.1|Contig4-3053_0017|orf6.7593|CA4911|CaO19.13470|CaO19.6049|IPF1435|orf19.6049|C1_00570C_B|C1_00570C|CAWG_01316	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	93694	91310	C	CAL0000191339		Ortholog(s) have protein kinase activator activity and role in chromosome segregation, regulation of cytokinesis, septin cytoskeleton organization	2014-06-24	2014-06-24				N	
C1_00580W_A		orf19.13469|IPF21073.1|IPF1437.1|Contig4-3053_0016|orf6.7592|CA4910|CaO19.6048|CaO19.13469|IPF1437|orf19.6048|C1_00580W_B|C1_00580W|CAWG_01315	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	93970	94899	W	CAL0000186327		Protein of unknown function; Spider biofilm induced	2014-06-24	2014-06-24				N	
C1_00590W_A	TUF1	orf19.13468|IPF21060.1|IPF1439.1|Contig4-3053_0014|orf6.7591|CA4909|CaO19.6047|CaO19.13468|orf19.6047|C1_00590W_B|C1_00590W|CAWG_01314	ORF|Uncharacterized	Ca22chr1A_C_albicans_SC5314	95214	96494	W	CAL0000198818		Translation elongation factor TU; macrophage/pseudohyphal-induced; repressed upon phagocytosis by murine macrophage; levels decrease in stationary phase cells; Spider biofilm repressed	2014-06-24	2014-06-24				N	
